analysis,treated_repo,treated_pr_number,treated_outcome,treated_ps,control_repo,control_pr_number,control_outcome,control_ps,ps_distance
specs → SZZ bugs,antiwork/gumroad,1468,False,0.12098189409266734,zephyrproject-rtos/zephyr,103656,False,0.1209831224316601,1.155042958655983e-05
specs → SZZ bugs,astral-sh/ruff,23386,False,0.12098660071195584,dmlc/xgboost,11647,False,0.12098643294427974,1.5775232848902476e-06
specs → SZZ bugs,PostHog/posthog,52059,False,0.12100637469929423,temporalio/temporal,9043,False,0.12100625001601846,1.172234290969243e-06
specs → SZZ bugs,apache/arrow,48596,False,0.12108187050863341,bevyengine/bevy,23249,False,0.12108505868537879,2.9957799896118686e-05
specs → SZZ bugs,promptfoo/promptfoo,7920,False,0.12109095089695282,vercel/ai,11957,False,0.12108997638821972,9.156544632515917e-06
specs → SZZ bugs,astral-sh/ruff,22349,True,0.12109250963246597,vllm-project/vllm,38778,False,0.12109482431116268,2.174836885360243e-05
specs → SZZ bugs,pingcap/tidb,67201,False,0.12111028576247841,ray-project/ray,55854,False,0.1211102932774853,7.060150530868725e-08
specs → SZZ bugs,apache/kafka,21439,False,0.12111177818653336,bevyengine/bevy,23401,False,0.12111089749171307,8.273833528527064e-06
specs → SZZ bugs,n8n-io/n8n,27263,False,0.12112790764368321,antiwork/gumroad,3976,False,0.12112944247643134,1.4417461331461823e-05
specs → SZZ bugs,continuedev/continue,10147,False,0.12114802108900194,rails/rails,53146,False,0.1211505525085808,2.37754181302563e-05
specs → SZZ bugs,sveltejs/svelte,17789,False,0.12114908400405972,zephyrproject-rtos/zephyr,101579,False,0.12113985514526343,8.668159992253344e-05
specs → SZZ bugs,n8n-io/n8n,27082,False,0.12115616412317169,dagster-io/dagster,32378,False,0.1211598559667393,3.467211705721063e-05
specs → SZZ bugs,apache/arrow,49453,False,0.1211577107924849,promptfoo/promptfoo,7154,False,0.12115988240637197,2.0394696604864038e-05
specs → SZZ bugs,kubernetes/kubernetes,135638,False,0.121208720855439,ray-project/ray,57684,False,0.12120699788654275,1.617560346645064e-05
specs → SZZ bugs,astral-sh/ruff,23800,False,0.1212107091158014,tokio-rs/tokio,7962,False,0.12121352145742639,2.640207033444142e-05
specs → SZZ bugs,vercel/next.js,87638,False,0.12129557374459864,crewAIInc/crewAI,4677,False,0.1212966712862415,1.0297493972410976e-05
specs → SZZ bugs,apache/arrow,48336,False,0.12130544688649333,dagster-io/dagster,32368,False,0.12130696232681054,1.4217337153787923e-05
specs → SZZ bugs,kubernetes/kubernetes,136812,False,0.12130592762390163,refinedev/refine,7204,False,0.12130288469949436,2.8548029636477068e-05
specs → SZZ bugs,apache/arrow,47669,False,0.12131707191571699,ray-project/ray,60999,True,0.12131684017417187,2.1739529842967897e-06
specs → SZZ bugs,promptfoo/promptfoo,6556,False,0.12132969606442487,pydantic/pydantic,12500,True,0.12132650915113603,2.9893867459662715e-05
specs → SZZ bugs,oven-sh/bun,26571,False,0.12133766879040467,vitessio/vitess,18005,False,0.12133793450063826,2.492242032303693e-06
specs → SZZ bugs,clerkinc/javascript,7915,True,0.12134718231526576,excalidraw/excalidraw,10706,False,0.12134782157539893,5.995558328919515e-06
specs → SZZ bugs,microsoft/vscode,292610,False,0.1213637319393177,oxc-project/oxc,14609,True,0.1213613933831244,2.193074412448759e-05
specs → SZZ bugs,apache/arrow,47689,False,0.12139259306193631,PostHog/posthog,51752,False,0.12139380759372138,1.1387279067909262e-05
specs → SZZ bugs,calcom/cal.com,25128,True,0.12139316912216468,vercel/ai,13389,False,0.12139629412310578,2.929925044647952e-05
specs → SZZ bugs,prometheus/prometheus,17954,False,0.12142275220223397,rails/rails,56030,False,0.1214249394082494,2.0502475234218664e-05
specs → SZZ bugs,apache/kafka,19220,False,0.12143584804933093,open-webui/open-webui,19602,False,0.1214314579397613,4.1149232191450835e-05
specs → SZZ bugs,microsoft/vscode,293530,False,0.12144203777839878,zephyrproject-rtos/zephyr,105025,False,0.12144057401749868,1.3719330948402941e-05
specs → SZZ bugs,grafana/grafana,116493,False,0.12151465765506163,ray-project/ray,56353,False,0.12151449236251206,1.5484256101760963e-06
specs → SZZ bugs,oven-sh/bun,28542,False,0.12154882747144341,pnpm/pnpm,11087,False,0.12154909105688103,2.4686106976368194e-06
specs → SZZ bugs,microsoft/vscode,292619,False,0.1215682014951941,zephyrproject-rtos/zephyr,105272,False,0.12156775771383853,4.155676143868803e-06
specs → SZZ bugs,biomejs/biome,7632,True,0.12158444507444476,flutter/flutter,183809,False,0.12158383176745238,5.742497638960842e-06
specs → SZZ bugs,apache/arrow,49294,False,0.12159294527584151,PostHog/posthog,51984,False,0.1215928018503839,1.3428338228038683e-06
specs → SZZ bugs,calcom/cal.com,25529,False,0.12161018104317345,ray-project/ray,61883,False,0.12161200500677802,1.7074819986584444e-05
specs → SZZ bugs,PostHog/posthog,49113,False,0.12161476215380368,chroma-core/chroma,6146,False,0.12161397056496658,7.410193619827865e-06
specs → SZZ bugs,pnpm/pnpm,10366,False,0.12163155424692389,hashicorp/terraform,37982,False,0.12163154382413989,9.75575242811999e-08
specs → SZZ bugs,microsoft/vscode,282353,False,0.1216498468803307,zephyrproject-rtos/zephyr,103903,False,0.12164979705061482,4.6634705608283866e-07
specs → SZZ bugs,kubernetes/kubernetes,135118,False,0.12165009933956847,BerriAI/litellm,21481,False,0.12165099426315902,8.375380679215283e-06
specs → SZZ bugs,calcom/cal.com,26048,False,0.12165566840508069,langchain-ai/langchain,34286,True,0.12164701527054053,8.098220741170614e-05
specs → SZZ bugs,astral-sh/ruff,23728,False,0.12165903754468016,chroma-core/chroma,5091,False,0.12166523998245063,5.804240045126363e-05
specs → SZZ bugs,n8n-io/n8n,26905,False,0.12168211596479067,PowerShell/PowerShell,21067,False,0.12168478959906782,2.501608888083595e-05
specs → SZZ bugs,django/django,20028,False,0.1216824513741227,antiwork/gumroad,3973,False,0.12168653112365976,3.817224651525564e-05
specs → SZZ bugs,facebook/react,35921,False,0.1217146199914951,zephyrproject-rtos/zephyr,103043,False,0.12171452290835051,9.081667204924315e-07
specs → SZZ bugs,prometheus/prometheus,17904,False,0.12174207920526187,zephyrproject-rtos/zephyr,100705,False,0.12173842206580962,3.420458692215966e-05
specs → SZZ bugs,n8n-io/n8n,26289,False,0.12178747929418703,dmlc/xgboost,12027,False,0.1217873926252067,8.103293211991769e-07
specs → SZZ bugs,astral-sh/ruff,22286,False,0.1218122982092942,apache/kafka,21538,False,0.1218082646928399,3.770609331965602e-05
specs → SZZ bugs,apache/kafka,21763,False,0.12185273609320399,Mintplex-Labs/anything-llm,3984,False,0.1218515063970483,1.149203830252965e-05
specs → SZZ bugs,denoland/deno,31614,False,0.12189140530784424,bevyengine/bevy,23510,False,0.12189386096993975,2.2942647221135815e-05
specs → SZZ bugs,continuedev/continue,9268,False,0.12189304769797671,crewAIInc/crewAI,4863,False,0.1218943321495889,1.2000226025987715e-05
specs → SZZ bugs,clerkinc/javascript,7455,True,0.12191071894235884,grafana/grafana,118921,False,0.12191081426464352,8.904585917512975e-07
specs → SZZ bugs,novuhq/novu,9377,False,0.12191688069130517,denoland/deno,31686,False,0.12191854391019914,1.5536292469642277e-05
specs → SZZ bugs,kubernetes/kubernetes,136965,False,0.12193249684668087,astral-sh/uv,14677,False,0.12192923712523293,3.0446552048646325e-05
specs → SZZ bugs,sveltejs/svelte,17930,False,0.12194766429472594,PostHog/posthog,51854,False,0.12194851475314693,7.942512238123811e-06
specs → SZZ bugs,continuedev/continue,8178,False,0.12204129302007732,clerkinc/javascript,7324,False,0.12204010343204227,1.110241659385558e-05
specs → SZZ bugs,calcom/cal.com,26722,False,0.12213814069693396,redis/redis,14442,False,0.12213776771554327,3.478646113830308e-06
specs → SZZ bugs,apache/kafka,21403,False,0.12214994459028163,chroma-core/chroma,6392,False,0.12214679678592986,2.9356138874891968e-05
specs → SZZ bugs,astral-sh/ruff,23123,False,0.12216090356308658,oxc-project/oxc,17726,False,0.12216095377086848,4.6819179977397596e-07
specs → SZZ bugs,traefik/traefik,12630,False,0.12217264887507608,vllm-project/vllm,38739,False,0.12217690969201615,3.972859973755405e-05
specs → SZZ bugs,promptfoo/promptfoo,6814,False,0.12217695298462457,all-hands-ai/OpenHands,13170,False,0.1221793445062298,2.2298434871448336e-05
specs → SZZ bugs,clerkinc/javascript,8092,False,0.12217858527019317,vitessio/vitess,18395,False,0.12218416568361923,5.2030329241947726e-05
specs → SZZ bugs,temporalio/temporal,8964,True,0.1221861531445384,stanfordnlp/dspy,8719,False,0.12218632256111817,1.57954219370815e-06
specs → SZZ bugs,facebook/react,34988,False,0.12223597874360086,BerriAI/litellm,21283,False,0.12223527350628483,6.572937950366509e-06
specs → SZZ bugs,dotnet/aspire,15085,False,0.12224866299135675,chroma-core/chroma,4497,False,0.12224953857879682,8.159857355360955e-06
specs → SZZ bugs,novuhq/novu,9423,True,0.12225595036022155,remix-run/remix,11017,False,0.12225597521050617,2.3157593664890896e-07
specs → SZZ bugs,envoyproxy/envoy,43342,True,0.12231268933836784,astral-sh/uv,17623,False,0.12231517485522621,2.315269660013719e-05
specs → SZZ bugs,novuhq/novu,9466,False,0.12234607763613556,django/django,20610,False,0.12234572010880157,3.3296336185983932e-06
specs → SZZ bugs,django/django,20023,False,0.12236209489832722,medplum/medplum,7825,False,0.12236045660534495,1.5255687962678621e-05
specs → SZZ bugs,apache/arrow,48699,False,0.12236957012263823,pytest-dev/pytest,13550,False,0.12236865270598521,8.542459191351881e-06
specs → SZZ bugs,apache/kafka,21506,False,0.12238393273280043,microsoft/vscode,304582,False,0.12238489519308694,8.960915425682003e-06
specs → SZZ bugs,pnpm/pnpm,11003,False,0.12240937211088704,ollama/ollama,14057,False,0.12241540748861578,5.618088758874151e-05
specs → SZZ bugs,n8n-io/n8n,27140,False,0.1224205028082861,pingcap/tidb,66998,False,0.12242238504077262,1.7519825037615178e-05
specs → SZZ bugs,envoyproxy/envoy,43403,False,0.12244820413215382,hashicorp/terraform,38264,False,0.12245288802582147,4.358877869603539e-05
specs → SZZ bugs,dotnet/aspire,15157,True,0.12246002718353671,stripe/stripe-ios,5165,False,0.12246123544635361,1.1243416723427657e-05
specs → SZZ bugs,n8n-io/n8n,26676,False,0.12248323090749065,bevyengine/bevy,22761,False,0.12248220880907358,9.509599274037939e-06
specs → SZZ bugs,apache/kafka,21778,False,0.12248572898535251,ray-project/ray,58610,False,0.12249069653570403,4.621628377599052e-05
specs → SZZ bugs,n8n-io/n8n,26826,False,0.12249360929294095,zephyrproject-rtos/zephyr,101708,False,0.1224935358176821,6.835613792777195e-07
specs → SZZ bugs,apache/kafka,21758,False,0.12250702929307977,stanfordnlp/dspy,9226,True,0.1225045053469397,2.347898278531879e-05
specs → SZZ bugs,kubernetes/kubernetes,136578,False,0.12251307109806299,Mintplex-Labs/anything-llm,4790,False,0.12251004531797925,2.8146143117968592e-05
specs → SZZ bugs,mendableai/firecrawl,2830,False,0.12252043226495703,calcom/cal.com,25610,True,0.12251842355837866,1.8684179540873203e-05
specs → SZZ bugs,calcom/cal.com,27847,True,0.12254897151784196,ray-project/ray,53363,False,0.1225538605842913,4.546591428211677e-05
specs → SZZ bugs,apache/arrow,47915,False,0.12258617156199975,facebook/react,35202,False,0.12258749572997278,1.2311050277435953e-05
specs → SZZ bugs,kubernetes/kubernetes,137384,False,0.12259008225882463,microsoft/vscode,303243,False,0.12259089454322178,7.551774231284725e-06
specs → SZZ bugs,apache/arrow,48790,False,0.12262563761828212,zephyrproject-rtos/zephyr,101630,False,0.12262598587442201,3.2369204994164846e-06
specs → SZZ bugs,denoland/deno,32958,False,0.12264149788111423,oxc-project/oxc,17838,False,0.12264146102036674,3.4257026126915946e-07
specs → SZZ bugs,kubernetes/kubernetes,137566,False,0.12264309792429497,astral-sh/uv,18691,False,0.12264302084730289,7.163173432189751e-07
specs → SZZ bugs,continuedev/continue,8371,False,0.1226627613544884,fastapi/fastapi,13968,False,0.12266194651349582,7.571724599975127e-06
specs → SZZ bugs,astral-sh/ruff,23535,False,0.12266570921557031,streamlit/streamlit,14228,False,0.12266542877082721,2.605910239372733e-06
specs → SZZ bugs,apache/arrow,48420,False,0.12268507005924624,calcom/cal.com,27389,False,0.12268508637649277,1.5160014421589096e-07
specs → SZZ bugs,pingcap/tidb,66162,False,0.1227346846073202,envoyproxy/envoy,43472,False,0.12273036777956602,4.009341224131546e-05
specs → SZZ bugs,n8n-io/n8n,26955,False,0.1227503649562898,zephyrproject-rtos/zephyr,105227,False,0.1227496361626331,6.76798994114769e-06
specs → SZZ bugs,langchain-ai/langchain,33825,True,0.12275425632317936,calcom/cal.com,26831,True,0.12275463835026464,3.5476089710329006e-06
specs → SZZ bugs,oven-sh/bun,24872,False,0.12276549320135996,astral-sh/uv,17262,False,0.12276594904821574,4.2327853995161036e-06
specs → SZZ bugs,clerkinc/javascript,7359,False,0.12277860189183043,zephyrproject-rtos/zephyr,104812,False,0.12277817118989622,3.998946340955101e-06
specs → SZZ bugs,kubernetes/kubernetes,135800,False,0.12279793192002915,vercel/ai,13374,False,0.12280141647605765,3.2348299328743835e-05
specs → SZZ bugs,antiwork/gumroad,2555,False,0.12279906082825275,crewAIInc/crewAI,5091,False,0.12280208286902573,2.8054439116687035e-05
specs → SZZ bugs,n8n-io/n8n,25626,False,0.12280377092312335,chroma-core/chroma,4554,True,0.12280474118522501,9.006978661130205e-06
specs → SZZ bugs,huggingface/transformers,44452,False,0.12280580583894128,prefecthq/prefect,19607,False,0.12280533736675642,4.348804402143358e-06
specs → SZZ bugs,elastic/elasticsearch,144774,False,0.12280678717337519,oxc-project/oxc,18830,True,0.1228153256193054,7.925893211191415e-05
specs → SZZ bugs,antiwork/gumroad,2632,False,0.12280724892261242,stripe/stripe-ios,5260,True,0.1228154333429276,7.597250436508496e-05
specs → SZZ bugs,pingcap/tidb,64484,False,0.12282468660055824,ggerganov/llama.cpp,19793,False,0.12282467822115135,7.777521626728401e-08
specs → SZZ bugs,elastic/elasticsearch,144614,False,0.12283204049550953,ray-project/ray,51382,False,0.12283216681553741,1.1724048183392455e-06
specs → SZZ bugs,biomejs/biome,8098,True,0.12284185780922216,ray-project/ray,54145,False,0.12284156282040341,2.737673979957833e-06
specs → SZZ bugs,kubernetes/kubernetes,136370,False,0.122869049036972,envoyproxy/envoy,43634,False,0.12287006249752215,9.403691536791214e-06
specs → SZZ bugs,huggingface/transformers,43778,False,0.12287479111350787,astral-sh/uv,14913,False,0.12287459994019773,1.773793932402512e-06
specs → SZZ bugs,apache/arrow,48870,False,0.12294708329653359,prometheus/prometheus,18105,False,0.1229445608956124,2.3392353559748003e-05
specs → SZZ bugs,kubernetes/kubernetes,135744,False,0.12298346204774893,clerkinc/javascript,7270,True,0.12298476579952332,1.2087554239981202e-05
specs → SZZ bugs,denoland/deno,31097,False,0.1229993969341112,ray-project/ray,54034,True,0.12299693129008274,2.2857632445250076e-05
specs → SZZ bugs,pnpm/pnpm,10359,False,0.1230122470780901,astral-sh/uv,15937,False,0.12301221321695097,3.13877175139865e-07
specs → SZZ bugs,facebook/react,35957,False,0.12302260755569282,n8n-io/n8n,27087,False,0.12302211081962082,4.6041888281944665e-06
specs → SZZ bugs,clerkinc/javascript,7583,False,0.123029507544281,ray-project/ray,59890,False,0.12302864827913734,7.964054662634723e-06
specs → SZZ bugs,dotnet/aspire,14629,True,0.1230616641137688,celery/celery,9938,False,0.12306268589644045,9.46815030733461e-06
specs → SZZ bugs,antiwork/gumroad,2753,False,0.12306254801740728,pytest-dev/pytest,13394,False,0.12306278061424529,2.155305973250421e-06
specs → SZZ bugs,n8n-io/n8n,26533,False,0.12307114769518812,prefecthq/prefect,18935,False,0.12307098512546942,1.5063271052717653e-06
specs → SZZ bugs,kubernetes/kubernetes,137394,False,0.12308009420541499,chroma-core/chroma,6127,False,0.12308077583525294,6.315384703192706e-06
specs → SZZ bugs,n8n-io/n8n,26625,False,0.12308024126173633,ray-project/ray,54269,True,0.12308189482065136,1.5320360004844602e-05
specs → SZZ bugs,PostHog/posthog,46495,False,0.12313077095501239,zephyrproject-rtos/zephyr,106075,False,0.1231308190474774,4.454259714403719e-07
specs → SZZ bugs,apache/arrow,49082,False,0.1231620992983783,novuhq/novu,9884,False,0.12316266165450578,5.207318994893129e-06
specs → SZZ bugs,continuedev/continue,11103,False,0.12318847851131734,e2b-dev/E2B,1232,False,0.12318884780891162,3.4190037709880272e-06
specs → SZZ bugs,microsoft/vscode,292109,False,0.12319607389481362,temporalio/temporal,9285,False,0.12319743284880584,1.2580657572813791e-05
specs → SZZ bugs,calcom/cal.com,25697,False,0.12323758178157387,oxc-project/oxc,15857,False,0.1232374874873467,8.726903115707785e-07
specs → SZZ bugs,kubernetes/kubernetes,135961,False,0.12324452011823592,ray-project/ray,59845,False,0.12324287574187276,1.5218001001793269e-05
specs → SZZ bugs,mlflow/mlflow,21230,False,0.123253990963218,prometheus/prometheus,17707,False,0.12325006984869409,3.6286131970708624e-05
specs → SZZ bugs,huggingface/transformers,44421,False,0.12325809662313351,astral-sh/uv,14133,False,0.12326609573038032,7.401882522084513e-05
specs → SZZ bugs,vercel/next.js,88647,False,0.12328016308285872,strapi/strapi,25228,False,0.12327990605414497,2.378088422405611e-06
specs → SZZ bugs,lobehub/lobe-chat,12885,False,0.123281781341828,bevyengine/bevy,20942,False,0.12328249819761547,6.632416303276045e-06
specs → SZZ bugs,sveltejs/svelte,16840,False,0.12328283963662073,stanfordnlp/dspy,8837,True,0.12327973453297639,2.8728877980332967e-05
specs → SZZ bugs,apache/kafka,21037,False,0.12328363119092021,PostHog/posthog,52319,False,0.12328618811030961,2.365639882584425e-05
specs → SZZ bugs,prometheus/prometheus,18250,False,0.12330118923928635,PowerShell/PowerShell,26998,False,0.12330154007020395,3.245485294289807e-06
specs → SZZ bugs,dotnet/aspire,14832,False,0.12335223304801325,pydantic/pydantic,11815,False,0.12335072065184256,1.3986070402483008e-05
specs → SZZ bugs,facebook/react,34820,False,0.12335485469441672,promptfoo/promptfoo,7795,False,0.12335570762306297,7.887353985047696e-06
specs → SZZ bugs,apache/kafka,21469,False,0.1233634546367514,astral-sh/uv,16697,False,0.12336450834032839,9.743405250839388e-06
specs → SZZ bugs,mendableai/firecrawl,2534,False,0.12336728356316853,chroma-core/chroma,5484,False,0.1233575981797952,8.955993886350377e-05
specs → SZZ bugs,prometheus/prometheus,17834,True,0.12337153727856123,all-hands-ai/OpenHands,13385,False,0.12337803309951942,6.006115482715124e-05
specs → SZZ bugs,continuedev/continue,8495,False,0.12338619701320025,astral-sh/uv,16550,True,0.12338811599137016,1.774157816880617e-05
specs → SZZ bugs,astral-sh/ruff,22965,False,0.12350955031094199,calcom/cal.com,26801,True,0.12350997562222528,3.928787444706927e-06
specs → SZZ bugs,astral-sh/ruff,23639,False,0.12351100693324213,pytest-dev/pytest,13877,False,0.12351025693741416,6.92799955870349e-06
specs → SZZ bugs,tailwindlabs/tailwindcss,19679,False,0.12353453547867438,calcom/cal.com,25146,False,0.12353340999400055,1.0394846732486585e-05
specs → SZZ bugs,n8n-io/n8n,26248,False,0.12354840947891352,ollama/ollama,13416,False,0.12354845810593429,4.490684011315693e-07
specs → SZZ bugs,apache/kafka,21815,False,0.12355199748044444,cli/cli,12625,False,0.12355469108173056,2.487444029464214e-05
specs → SZZ bugs,dotnet/aspire,15174,False,0.12355296602654818,medplum/medplum,8222,False,0.12354420076700107,8.094670276359572e-05
specs → SZZ bugs,novuhq/novu,9237,False,0.12362698276248409,tailwindlabs/tailwindcss,19842,False,0.12362977093706501,2.5734366962293365e-05
specs → SZZ bugs,antiwork/gumroad,3656,False,0.12365142135225159,denoland/deno,32829,True,0.12365054104197705,8.12383509440906e-06
specs → SZZ bugs,calcom/cal.com,25101,False,0.12366887900552068,stanfordnlp/dspy,8287,False,0.12366972954838379,7.848131349241783e-06
specs → SZZ bugs,kubernetes/kubernetes,135710,False,0.12370008080323806,remix-run/remix,11021,False,0.12370060001418794,4.7898322654837955e-06
specs → SZZ bugs,n8n-io/n8n,26741,False,0.1237135285167094,ray-project/ray,56820,False,0.12371543839278328,1.7617286144133715e-05
specs → SZZ bugs,n8n-io/n8n,26521,False,0.12372302592317662,stanfordnlp/dspy,8465,False,0.12372214652977448,8.11133980360701e-06
specs → SZZ bugs,n8n-io/n8n,25653,False,0.12372546779510984,grafana/grafana,119775,False,0.12372574821103471,2.5864432677824567e-06
specs → SZZ bugs,kubernetes/kubernetes,137443,False,0.12376500552768213,stanfordnlp/dspy,9270,False,0.12376648578095069,1.364945588200328e-05
specs → SZZ bugs,n8n-io/n8n,25450,False,0.1237672611204706,zephyrproject-rtos/zephyr,102624,False,0.12376854323377771,1.1822224980750917e-05
specs → SZZ bugs,antiwork/gumroad,2177,False,0.12377063971834534,dagster-io/dagster,33336,False,0.12377233996385631,1.5677385530654675e-05
specs → SZZ bugs,microsoft/vscode,290609,False,0.12377270524549241,ray-project/ray,58025,False,0.12376858021696828,3.803570847660254e-05
specs → SZZ bugs,lobehub/lobe-chat,13066,False,0.12385501611553609,ray-project/ray,60541,False,0.1238563261380428,1.2072221797554405e-05
specs → SZZ bugs,n8n-io/n8n,26033,False,0.12386078453671653,rails/rails,56297,False,0.12386161319840058,7.636055298965161e-06
specs → SZZ bugs,astral-sh/ruff,22576,False,0.12386543453161089,refinedev/refine,7036,False,0.12386761087902187,2.0054138136549327e-05
specs → SZZ bugs,langchain-ai/langchain,33906,False,0.12387479241127665,bevyengine/bevy,23343,False,0.12387188082056805,2.682783283081136e-05
specs → SZZ bugs,kubernetes/kubernetes,136579,False,0.12389359432632174,antiwork/gumroad,4054,False,0.12389416863229599,5.290987816763959e-06
specs → SZZ bugs,apache/kafka,21383,False,0.12389716842281533,stripe/stripe-ios,4876,False,0.12389939244869373,2.0488965193354858e-05
specs → SZZ bugs,langchain-ai/langchain,34674,False,0.12392882140335122,dotnet/runtime,125874,False,0.12392908835289951,2.458765305357602e-06
specs → SZZ bugs,mlflow/mlflow,21431,True,0.12392907760827862,chroma-core/chroma,4272,True,0.12393283333485282,3.459201288902314e-05
specs → SZZ bugs,kubernetes/kubernetes,135965,False,0.1239605450064658,dotnet/maui,34037,False,0.12396163742593216,1.0059598426259697e-05
specs → SZZ bugs,kubernetes/kubernetes,135251,False,0.12396181715405458,elixir-lang/elixir,14481,False,0.1239652058900066,3.120481876228709e-05
specs → SZZ bugs,kubernetes/kubernetes,135227,False,0.1239658815848666,vercel/next.js,88892,False,0.12397032515092027,4.0916809703750445e-05
specs → SZZ bugs,antiwork/gumroad,3462,False,0.1239763678547232,medplum/medplum,8599,False,0.12397717433217095,7.425680923045519e-06
specs → SZZ bugs,antiwork/gumroad,4025,False,0.12399189052795308,zephyrproject-rtos/zephyr,99719,True,0.12399183536995266,5.078169447170211e-07
specs → SZZ bugs,traefik/traefik,12187,False,0.12399433117879836,bevyengine/bevy,21178,False,0.1239913971581943,2.701212951605747e-05
specs → SZZ bugs,calcom/cal.com,27222,False,0.12400356568039053,ollama/ollama,14747,False,0.12400185692992088,1.5730578847072962e-05
specs → SZZ bugs,huggingface/transformers,44544,False,0.124004462516595,weaviate/weaviate,10812,False,0.1240058133876303,1.243576914000677e-05
specs → SZZ bugs,vercel/next.js,88242,False,0.12404245610753585,grafana/grafana,120778,False,0.12404247891976342,2.099492109053358e-07
specs → SZZ bugs,grafana/grafana,117599,False,0.12404780215373615,ollama/ollama,14655,False,0.12404736008725202,4.0683543556241375e-06
specs → SZZ bugs,apache/kafka,20893,False,0.12404923239990916,dotnet/runtime,124250,False,0.12405512031034126,5.4184936541412654e-05
specs → SZZ bugs,kubernetes/kubernetes,137019,False,0.12404931026156704,vercel/next.js,91519,False,0.12405606923543519,6.22008900026394e-05
specs → SZZ bugs,apache/kafka,21410,False,0.12405256735239384,astral-sh/uv,17429,False,0.12405622124408669,3.362531637041144e-05
specs → SZZ bugs,biomejs/biome,8419,False,0.12406015951572849,promptfoo/promptfoo,6760,False,0.12405893472878535,1.1270826721920812e-05
specs → SZZ bugs,astral-sh/ruff,22758,False,0.12406803956435858,PostHog/posthog,47524,False,0.12406566246141941,2.187365044248324e-05
specs → SZZ bugs,microsoft/vscode,303596,False,0.12408167351572803,ray-project/ray,55558,False,0.12407921393751822,2.2630444077131884e-05
specs → SZZ bugs,sveltejs/svelte,17038,True,0.12410689846876331,django/django,19965,False,0.12410809076974309,1.0968243464581917e-05
specs → SZZ bugs,continuedev/continue,9556,False,0.12412126435743584,dmlc/xgboost,12030,False,0.12411901590262767,2.0682230104540622e-05
specs → SZZ bugs,prometheus/prometheus,17631,True,0.12418363131900216,continuedev/continue,11697,False,0.12418338050083853,2.306120239436993e-06
specs → SZZ bugs,astral-sh/ruff,22749,False,0.1242161298535592,ollama/ollama,12565,False,0.12421759971246597,1.3511342623839795e-05
specs → SZZ bugs,calcom/cal.com,27592,False,0.12422322967211381,mlflow/mlflow,21650,False,0.12422416987925036,8.642231491773344e-06
specs → SZZ bugs,huggingface/transformers,44567,False,0.12422852018181046,medplum/medplum,8125,False,0.12422675271716607,1.6245806513381922e-05
specs → SZZ bugs,oven-sh/bun,25374,False,0.12424582216118242,stripe/stripe-ios,5806,False,0.1242470299540966,1.1100093932236987e-05
specs → SZZ bugs,calcom/cal.com,26552,False,0.12427069194520873,zephyrproject-rtos/zephyr,99068,False,0.12427020994306033,4.42905522790582e-06
specs → SZZ bugs,kubernetes/kubernetes,136568,False,0.12427613735377312,medplum/medplum,8480,False,0.12427199673712518,3.804663936035624e-05
specs → SZZ bugs,denoland/deno,32668,False,0.12428810585578964,weaviate/weaviate,10764,False,0.12428889486861862,7.249233086259466e-06
specs → SZZ bugs,apache/kafka,20954,False,0.1242953931092596,excalidraw/excalidraw,10633,True,0.12429360987528179,1.6383185066803918e-05
specs → SZZ bugs,calcom/cal.com,26725,False,0.12434778026322972,bevyengine/bevy,20544,False,0.1243451327338878,2.4315043946510073e-05
specs → SZZ bugs,promptfoo/promptfoo,5041,False,0.12435676655167935,astral-sh/uv,15484,True,0.12435884988838714,1.9131971604524622e-05
specs → SZZ bugs,n8n-io/n8n,27163,False,0.12437068095772166,calcom/cal.com,25521,False,0.12436670454092681,3.6514011592991835e-05
specs → SZZ bugs,kubernetes/kubernetes,136824,False,0.12438383502295136,chroma-core/chroma,6057,False,0.12438354985981043,2.6182800896279446e-06
specs → SZZ bugs,calcom/cal.com,26326,False,0.12439009475681,zephyrproject-rtos/zephyr,100196,False,0.12439110652419388,9.289293722236636e-06
specs → SZZ bugs,denoland/deno,31186,False,0.12444401552040041,astral-sh/uv,18419,False,0.12444707398153385,2.806987318137999e-05
specs → SZZ bugs,calcom/cal.com,28282,False,0.12448986692938176,elixir-lang/elixir,15000,False,0.12448861515633165,1.1485034142166839e-05
specs → SZZ bugs,astral-sh/ruff,22444,False,0.12449289360756748,zephyrproject-rtos/zephyr,100739,False,0.1244885145433909,4.017756618379664e-05
specs → SZZ bugs,apache/arrow,49132,False,0.12449808459542674,pnpm/pnpm,11023,False,0.12450827666649582,9.350340462010998e-05
specs → SZZ bugs,n8n-io/n8n,26423,False,0.1245151796307944,strapi/strapi,24906,False,0.12451725944656462,1.90787903546763e-05
specs → SZZ bugs,apache/kafka,21740,False,0.12453082933693713,bevyengine/bevy,20567,False,0.12453065403538482,1.6079342515240569e-06
specs → SZZ bugs,calcom/cal.com,28011,False,0.12459404285835599,oxc-project/oxc,16846,False,0.12459491229145103,7.971280509000422e-06
specs → SZZ bugs,pingcap/tidb,66764,True,0.12460173837261196,rails/rails,55422,False,0.12460238177454638,5.8986363034030376e-06
specs → SZZ bugs,pingcap/tidb,66046,False,0.12461052527769804,Mintplex-Labs/anything-llm,5116,False,0.12461039605561748,1.184624949024382e-06
