repo,pr_number,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
prefecthq/prefect,21232,1,1,1,0.0,4,2,449,0,10,2.69,75,657,480,0
prefecthq/prefect,21230,1,1,1,0.0,5,1,373,1,13,3.16,102,657,480,0
prefecthq/prefect,21227,1,1,3,0.3613,280,286,14079,0,9,2.07,394,359,70,0
prefecthq/prefect,20931,2,2,30,4.5304,5847,397,5878,0,21,4.99,132,668,78,0
prefecthq/prefect,21228,2,2,2,0.7817,55,1,5019,0,14,3.91,98,655,486,0
prefecthq/prefect,21226,1,1,2,0.2691,88,86,13970,0,9,3.8,376,359,70,0
prefecthq/prefect,21213,2,2,2,0.9786,225,2,359,0,10,1.57,74,654,492,0
prefecthq/prefect,21215,1,2,2,0.238,126,2,2808,0,15,1.18,128,654,493,0
prefecthq/prefect,21221,2,2,2,0.6962,63,1,1592,1,13,38.21,59,652,491,0
prefecthq/prefect,21214,1,1,1,0.0,161,0,194,0,3,53.06,3,652,491,0
prefecthq/prefect,21216,1,1,1,0.0,1,1,42,0,1,10.08,1,92,16,0
prefecthq/prefect,21212,1,1,1,0.0,11,1,152,1,2,35.2,2,650,490,0
prefecthq/prefect,21182,1,2,2,0.5665,82,8,880,0,3,144.99,4,650,491,0
prefecthq/prefect,21211,2,18,26,3.7302,81,76,19513,0,39,37.99,410,686,90,0
prefecthq/prefect,21207,1,1,1,0.0,146,1,597,0,4,32.73,4,649,490,0
prefecthq/prefect,21042,1,1,1,0.0,29,23,1649,1,6,2.09,10,647,488,0
prefecthq/prefect,21209,1,1,1,0.0,2,0,855,1,6,3.16,13,14,4,0
prefecthq/prefect,21203,1,1,3,0.4972,24,24,7986,0,18,7.06,267,357,71,0
prefecthq/prefect,21204,1,1,1,0.0,1,1,37,1,1,287.19,1,88,1,0
prefecthq/prefect,21199,1,3,3,0.3726,71,64,19464,0,16,98.11,97,823,108,0
prefecthq/prefect,21192,1,1,1,0.0,13,0,603,0,7,30.12,25,646,490,0
prefecthq/prefect,21202,2,3,5,1.9441,87,51,1773,0,7,32.12,35,645,490,0
prefecthq/prefect,21201,2,8,29,3.796,1610,580,51057,0,29,31.63,605,644,489,0
prefecthq/prefect,20589,2,3,3,0.9477,734,1,1197,0,1,2.78,3,633,55,0
prefecthq/prefect,21196,1,1,1,0.0,2,1,104,0,1,37.19,1,91,15,0
prefecthq/prefect,21195,2,4,8,2.4909,107,23,3325,0,17,28.08,163,643,488,0
prefecthq/prefect,21191,1,1,1,0.0,3,1,13806,0,8,1.04,191,357,71,0
prefecthq/prefect,21188,2,2,2,0.469,89,1,4931,0,14,41.19,96,685,89,0
prefecthq/prefect,21189,1,1,1,0.0,6,6,12350,0,6,8.17,373,356,70,0
prefecthq/prefect,21186,1,1,1,0.0,83,1,296,0,3,0.07,3,642,493,0
prefecthq/prefect,21174,2,3,5,2.109,429,5,4838,0,18,11.3,91,684,90,0
prefecthq/prefect,21180,1,1,1,0.0,112,9,193,0,2,231.01,2,641,500,0
prefecthq/prefect,21165,1,1,1,0.0,24,16,351,0,10,7.99,73,641,504,0
prefecthq/prefect,21178,1,8,8,2.7916,672,6,1186,0,1,328.53,13,640,503,0
prefecthq/prefect,21176,1,2,2,1.0,2,0,89,0,4,0.18,13,91,15,0
prefecthq/prefect,21175,2,4,4,1.3437,120,8,6306,0,22,121.18,119,821,106,0
prefecthq/prefect,21173,1,1,1,0.0,8,0,30,0,1,0.06,1,90,14,0
prefecthq/prefect,21152,3,7,9,2.5096,255,30,19498,0,38,50.43,365,638,509,0
prefecthq/prefect,21162,1,1,1,0.0,8,8,369,0,4,16.01,7,6,0,0
prefecthq/prefect,21168,1,5,25,0.7284,1232,1828,17436,0,9,121.37,530,355,69,0
prefecthq/prefect,21172,1,2,2,0.2056,31,0,50,0,4,0.0,10,89,13,0
prefecthq/prefect,21167,1,1,1,0.0,6,2,334,1,5,0.06,5,637,508,0
prefecthq/prefect,21171,1,1,1,0.0,1,0,49,0,4,2.14,9,87,11,0
prefecthq/prefect,21149,2,6,10,2.9699,1022,36,11438,0,23,51.03,234,683,89,0
prefecthq/prefect,21170,2,2,2,0.0,67,0,0,0,0,0.0,0,636,507,0
prefecthq/prefect,21169,1,2,2,0.971,15,5,754,1,1,18.03,7,636,507,0
prefecthq/prefect,21166,1,1,1,0.0,1,0,83,0,1,0.52,1,86,10,0
prefecthq/prefect,21161,1,7,21,2.1862,247,676,16838,0,9,0.56,403,634,505,0
prefecthq/prefect,21163,2,3,3,1.4834,33,3,1344,1,11,32.61,25,633,504,0
prefecthq/prefect,21164,3,5,7,1.1439,290,32,25454,0,27,0.78,197,633,505,0
prefecthq/prefect,21110,2,4,4,1.406,88,132,3668,0,10,161.43,57,1,1,0
prefecthq/prefect,21130,2,2,2,0.9988,179,17,1919,1,8,217.38,24,0,0,0
prefecthq/prefect,21156,2,4,4,1.7143,26,12,3994,1,14,134.44,72,631,504,0
prefecthq/prefect,21159,1,1,1,0.0,7,1,525,1,1,6.82,3,630,503,0
prefecthq/prefect,21150,3,10,13,3.146,1411,3,14392,0,30,96.66,265,683,90,0
prefecthq/prefect,21153,1,2,2,0.1608,85,0,166,0,2,88.41,3,85,9,0
prefecthq/prefect,21151,1,8,100,5.9181,9354,486,17173,0,9,41.5,440,630,503,0
prefecthq/prefect,21139,2,2,3,1.5446,527,43,5892,0,19,33.32,83,628,509,0
prefecthq/prefect,21146,2,2,2,0.9835,125,47,705,1,2,7.01,15,820,110,0
prefecthq/prefect,21135,1,3,3,0.8735,934,0,2581,0,4,10.56,17,681,89,0
prefecthq/prefect,21134,1,2,3,0.8912,1125,3,2078,0,7,10.54,29,680,88,0
prefecthq/prefect,21144,1,1,1,0.0,4,3,702,0,5,0.01,14,627,514,0
prefecthq/prefect,21142,1,1,1,0.0,4,0,698,0,4,28.53,13,1,1,0
prefecthq/prefect,21140,2,4,5,2.1867,11,11,4519,0,14,88.33,47,0,0,0
prefecthq/prefect,21133,1,3,6,2.3111,560,4,4268,0,15,220.86,59,679,87,0
prefecthq/prefect,21126,3,3,3,nan,26,15,0,0,0,0.0,0,0,0,0
prefecthq/prefect,21138,1,1,1,0.0,9,0,45,0,2,9.72,3,84,8,0
prefecthq/prefect,21136,1,1,1,0.0,29,0,220,0,6,26.95,21,626,523,0
prefecthq/prefect,21137,1,1,1,0.0,18,1,79,0,2,87.1,5,625,522,0
prefecthq/prefect,21004,2,2,2,0.6292,76,0,1187,0,6,18.82,29,0,0,0
prefecthq/prefect,21132,1,1,1,0.0,2,0,47,0,4,3.79,8,84,8,0
prefecthq/prefect,21122,2,2,2,0.9097,37,3,2603,1,10,11.46,54,624,527,0
prefecthq/prefect,21127,1,1,2,0.1831,72,72,14760,0,9,4.26,367,353,69,0
prefecthq/prefect,21123,1,1,1,0.0,3,1,14608,0,8,4.38,186,352,70,0
prefecthq/prefect,21115,2,2,2,0.9929,66,25,6592,1,17,14.13,59,623,545,0
prefecthq/prefect,21116,2,4,4,1.8902,143,1,6859,0,20,207.79,95,622,544,0
prefecthq/prefect,21108,2,2,4,1.2447,46,25,26741,0,27,3.54,339,352,70,0
prefecthq/prefect,21107,1,1,1,0.0,1,1,288,0,5,2.02,26,351,69,0
prefecthq/prefect,21013,3,5,5,2.268,144,0,23553,0,20,95.27,139,1,1,0
prefecthq/prefect,20983,2,2,2,0.9884,86,1,829,0,10,7.82,40,0,0,0
prefecthq/prefect,21103,1,2,3,0.4099,335,4,2912,0,15,112.29,127,13,4,0
prefecthq/prefect,21106,2,6,61,5.0485,1922,1169,59904,0,31,53.15,951,622,549,0
prefecthq/prefect,21104,1,2,2,0.1223,60,0,46,0,4,0.85,7,83,7,0
prefecthq/prefect,21096,2,2,3,1.0587,56,1,2742,1,16,33.96,63,819,114,0
prefecthq/prefect,21092,1,1,1,0.0,7,8,139,1,1,42.81,2,621,552,0
prefecthq/prefect,21102,1,1,1,0.0,3,0,53,0,1,171.08,1,82,6,0
prefecthq/prefect,21101,1,2,4,1.0572,588,0,461,0,3,53.4,50,619,554,0
prefecthq/prefect,21095,2,3,3,0.9219,10,10,457,0,10,0.11,29,618,555,0
prefecthq/prefect,21094,1,3,3,1.3844,8,4,528,1,1,24.16,4,618,555,0
prefecthq/prefect,21093,1,2,2,1.0,2,0,156,0,4,1.73,8,80,4,0
prefecthq/prefect,21071,3,6,8,1.5786,544,4,11337,0,32,100.27,354,678,87,0
prefecthq/prefect,21091,1,1,1,0.0,15,0,210,0,1,54.09,1,79,3,0
prefecthq/prefect,21090,1,2,2,0.7871,16,1,583,1,1,21.1,3,617,560,0
prefecthq/prefect,21051,1,2,4,1.8367,760,9,2049,0,3,24.84,12,677,87,0
prefecthq/prefect,21050,1,2,4,1.6278,1283,2,1144,0,6,19.03,19,676,86,0
prefecthq/prefect,21089,2,2,2,0.9652,121,7,1775,0,5,55.97,33,818,117,0
prefecthq/prefect,21085,1,2,4,1.8332,30,2,218,1,3,318.35,8,616,560,0
prefecthq/prefect,21086,2,2,2,0.8631,224,0,2005,1,12,45.92,40,615,559,0
prefecthq/prefect,20866,1,1,1,0.0,264,198,12284,0,6,11.98,372,350,69,0
prefecthq/prefect,21077,1,1,23,4.2365,35,8,2900,0,18,30.4,410,676,86,0
prefecthq/prefect,21079,1,1,1,0.0,1,0,49,0,2,4.48,3,78,2,0
prefecthq/prefect,21072,1,2,3,1.5395,8,3,1197,0,17,162.9,83,91,7,0
prefecthq/prefect,21073,2,2,2,0.8974,47,4,793,0,6,82.16,19,91,7,0
prefecthq/prefect,21078,1,1,1,0.0,1,0,25,0,1,3.82,1,77,1,0
prefecthq/prefect,21076,1,1,1,0.0,39,8,207,0,1,4.01,1,674,84,0
prefecthq/prefect,21053,1,4,4,0.871,209,26,3207,0,19,100.78,78,613,561,0
prefecthq/prefect,21067,1,2,2,0.1594,43,0,44,0,3,3.15,5,76,0,0
prefecthq/prefect,21070,1,1,1,0.0,6,3,3613,1,13,13.05,68,612,565,0
prefecthq/prefect,21069,1,1,1,0.0,1,1,13,0,8,88.8,24,817,119,0
prefecthq/prefect,21065,2,2,2,0.8799,80,7,154,0,2,138.04,4,3,3,0
prefecthq/prefect,21040,2,2,2,0.6752,134,1,572,1,2,6.97,13,611,568,0
prefecthq/prefect,21063,2,2,2,0.7052,68,5,1053,1,19,28.58,88,89,5,0
prefecthq/prefect,21061,1,2,2,0.6415,92,0,2668,1,5,12.97,38,610,568,0
prefecthq/prefect,21045,2,6,6,2.4078,90,41,4248,0,9,339.13,61,609,567,0
prefecthq/prefect,21062,1,1,2,1.0,6,2,3630,1,22,3.29,162,673,83,0
prefecthq/prefect,21059,1,1,1,0.0,10,10,132,1,1,0.82,1,608,566,0
prefecthq/prefect,21056,1,2,2,0.9301,76,5,965,1,6,6.89,14,816,119,0
prefecthq/prefect,21049,2,2,5,1.9976,52,178,2308,0,15,0.88,70,608,566,0
prefecthq/prefect,21058,2,2,2,0.2056,46,16,3034,0,14,28.69,68,88,4,0
prefecthq/prefect,21055,1,1,1,0.0,154,0,128,0,2,607.67,5,815,118,0
prefecthq/prefect,21020,2,5,6,1.8773,337,11,8005,0,29,48.43,202,606,568,0
prefecthq/prefect,21047,2,2,2,0.3675,70,1,5428,1,23,0.03,141,605,567,0
prefecthq/prefect,21019,2,2,2,0.9142,74,8,2625,0,14,18.69,51,604,566,0
prefecthq/prefect,20993,1,2,2,0.8234,122,6,4620,0,19,9.59,80,673,83,0
prefecthq/prefect,20990,2,2,2,0.6666,127,11,5312,0,23,0.07,139,672,82,0
prefecthq/prefect,20991,1,2,2,0.992,72,4,4668,0,10,12.04,50,670,80,0
prefecthq/prefect,21010,1,1,1,0.0,132,0,0,0,0,0.0,0,669,79,0
prefecthq/prefect,21037,1,1,1,0.0,27,10,233,1,2,345.86,3,603,566,0
prefecthq/prefect,21039,2,2,2,0.887,99,6,646,0,1,44.97,4,603,566,0
prefecthq/prefect,21038,2,4,4,1.4969,51,4,9619,0,36,15.52,264,814,119,0
prefecthq/prefect,21036,1,1,1,0.0,29,0,82,0,1,93.89,1,602,570,0
prefecthq/prefect,20964,2,9,9,2.729,282,1,17388,0,29,110.99,291,668,78,0
prefecthq/prefect,21017,3,4,5,0.4762,173,100,8887,0,19,5.86,265,813,118,0
prefecthq/prefect,21029,1,1,2,0.4014,189,187,14756,0,9,0.52,364,348,68,0
prefecthq/prefect,21001,1,1,2,0.7219,5,5,7881,0,14,1.95,198,347,67,0
prefecthq/prefect,21025,1,1,2,0.2975,40,36,14752,0,9,6.92,362,347,67,0
prefecthq/prefect,21024,1,1,1,0.0,1,1,203,0,7,5.4,22,345,65,0
prefecthq/prefect,21016,2,3,3,1.5219,5,5,231,1,3,0.65,16,600,574,0
prefecthq/prefect,21015,2,2,3,1.585,3,3,7982,0,13,1.65,226,1,1,0
prefecthq/prefect,21011,4,10,10,3.1962,288,204,359,0,3,136.38,13,666,76,0
prefecthq/prefect,21007,1,1,1,0.0,149,0,0,0,0,0.0,0,812,117,0
prefecthq/prefect,21008,6,7,16,2.9771,367,1119,1214,0,7,459.42,88,665,75,0
prefecthq/prefect,21002,2,2,4,1.2699,49,33,26681,0,25,3.34,326,344,64,0
prefecthq/prefect,20998,1,1,10,3.3219,10,10,1347,0,13,0.09,150,343,63,0
prefecthq/prefect,20999,1,1,9,3.1699,9,9,1221,0,13,12.83,132,343,63,0
prefecthq/prefect,21000,1,1,4,1.9219,5,5,520,0,9,0.87,50,341,61,0
prefecthq/prefect,20811,2,8,9,2.8303,627,190,5683,0,22,28.98,184,2,1,0
prefecthq/prefect,20995,1,1,1,0.0,60,0,170,0,8,0.22,32,599,578,0
prefecthq/prefect,20994,1,1,1,0.0,16,0,168,0,3,3.15,9,599,578,0
prefecthq/prefect,20968,1,2,3,1.0865,614,4,3764,0,2,0.69,48,665,78,0
prefecthq/prefect,20992,1,1,1,0.0,58,0,828,0,3,6.14,21,597,576,0
prefecthq/prefect,20989,1,1,1,0.0,9,4,321,1,1,6.93,4,596,575,0
prefecthq/prefect,20988,2,2,2,0.5726,116,2,2173,1,9,37.26,75,595,574,0
prefecthq/prefect,20987,2,2,4,1.896,203,11,2197,0,9,6.46,63,811,118,0
prefecthq/prefect,20986,2,2,2,0.9931,49,2,2700,0,9,0.84,42,810,117,0
prefecthq/prefect,20985,2,2,2,0.9928,116,4,1428,0,8,125.05,19,809,116,0
prefecthq/prefect,20984,2,3,5,1.4263,312,6,3279,0,18,6.52,81,808,115,0
prefecthq/prefect,20949,1,1,1,0.0,10,0,1560,1,8,31.67,19,595,575,0
prefecthq/prefect,20975,1,2,3,1.1101,353,214,3694,0,2,5.14,40,594,574,0
prefecthq/prefect,20970,1,1,6,2.585,6,6,915,0,13,1.46,116,341,62,0
prefecthq/prefect,20971,1,1,6,2.585,6,6,693,0,9,17.83,50,339,60,0
prefecthq/prefect,20982,2,2,4,1.9873,146,19,3218,0,6,4.84,49,807,115,0
prefecthq/prefect,20981,2,2,2,0.9925,95,3,1108,0,8,26.5,35,807,115,0
prefecthq/prefect,20965,1,2,2,0.9417,1125,93,1764,0,2,0.0,26,592,573,0
prefecthq/prefect,20972,2,2,2,0.8655,73,7,2537,0,10,5.41,52,591,572,0
prefecthq/prefect,20973,2,5,5,1.4863,102,3,9303,0,31,32.93,257,590,571,0
prefecthq/prefect,20967,2,2,6,2.5132,342,82,4525,0,11,4.13,82,805,114,0
prefecthq/prefect,20960,1,2,2,0.647,253,7,1422,0,2,4.05,18,589,571,0
prefecthq/prefect,20953,1,1,1,nan,1,1,0,0,0,0.0,0,0,0,0
prefecthq/prefect,20963,1,1,1,0.0,3,5,860,0,7,0.03,10,805,118,0
prefecthq/prefect,20958,2,4,4,1.3164,44,10,3600,0,2,2.8,39,664,80,0
prefecthq/prefect,20959,2,5,5,1.7457,207,74,7892,0,28,25.64,210,662,78,0
prefecthq/prefect,20956,1,1,1,0.0,109,0,751,0,6,21.96,9,0,0,0
prefecthq/prefect,20952,2,2,3,1.585,3,3,7982,0,13,4.89,221,339,64,0
prefecthq/prefect,20955,2,4,4,1.148,92,0,2609,1,8,17.41,38,588,572,0
prefecthq/prefect,20957,1,2,7,1.6232,356,115,8389,0,2,7.18,47,661,78,0
prefecthq/prefect,20941,2,4,4,1.6441,176,2,1324,1,7,283.62,21,587,572,0
prefecthq/prefect,20930,1,1,2,0.339,120,166,327,0,7,5.94,36,803,116,0
prefecthq/prefect,20947,2,3,14,3.1276,49,21,7966,1,21,5.51,204,802,117,0
prefecthq/prefect,20739,1,2,2,0.9718,116,21,870,1,5,80.84,12,586,572,0
prefecthq/prefect,20926,2,2,2,0.8156,78,13,507,0,2,3.89,11,585,571,0
prefecthq/prefect,20944,1,2,4,2.0,92,0,100,0,4,18.07,21,584,570,0
prefecthq/prefect,20945,1,3,6,1.9861,135,5,1140,0,5,55.62,53,583,569,0
prefecthq/prefect,20943,1,1,1,0.0,8,4,199,0,7,4.04,21,582,568,0
prefecthq/prefect,20942,1,5,7,2.4809,11,44,1538,1,3,59.29,26,581,567,0
prefecthq/prefect,20940,1,3,3,1.3056,67,0,1612,0,13,255.99,48,660,81,0
prefecthq/prefect,20938,2,2,2,0.3034,36,1,1539,1,11,70.28,32,581,567,0
prefecthq/prefect,20935,1,1,1,0.0,9,0,146,0,6,13.82,15,1,1,0
prefecthq/prefect,20933,1,7,9,2.7745,140,30,1676,0,6,90.74,48,580,566,0
prefecthq/prefect,20932,1,10,11,2.1213,79,60,5803,0,6,81.33,104,578,564,0
prefecthq/prefect,20054,1,1,1,0.0,3,0,2438,0,12,6.29,88,87,0,0
prefecthq/prefect,20929,1,5,9,2.5722,19,23,987,0,2,169.91,13,577,563,0
prefecthq/prefect,20928,1,11,11,3.4518,36,11,977,0,6,163.43,78,576,562,0
prefecthq/prefect,20927,1,1,1,0.0,4,4,68,0,4,5.3,4,18,2,0
prefecthq/prefect,20925,1,1,1,0.0,6,1,118,0,4,4.99,8,801,120,0
prefecthq/prefect,20902,4,5,5,2.2993,131,9,20953,1,20,67.83,124,575,561,0
prefecthq/prefect,20922,1,1,2,0.8072,25,169,275,0,1,195.06,2,574,561,0
prefecthq/prefect,20660,1,3,4,1.6979,42,17,3280,0,17,58.37,147,1,0,0
prefecthq/prefect,20924,1,2,4,1.7822,66,7,522,0,3,12.2,11,574,561,0
prefecthq/prefect,20898,1,2,2,0.7767,1070,25,2287,1,2,3.3,24,660,81,0
prefecthq/prefect,20920,1,18,37,4.9754,1106,66,6002,0,6,40.49,252,573,560,0
prefecthq/prefect,20919,1,2,2,nan,35,12,0,1,0,0.0,0,0,0,0
prefecthq/prefect,20916,2,2,2,0.1016,132,19,7683,1,11,2.34,121,801,120,0
prefecthq/prefect,20894,1,12,16,nan,524,43,0,0,0,0.0,0,0,0,0
prefecthq/prefect,20895,1,10,24,nan,548,12,0,0,0,0.0,0,0,0,0
prefecthq/prefect,20907,2,2,2,0.9868,99,12,422,0,7,5.25,15,2,2,0
prefecthq/prefect,20909,2,5,5,2.1369,62,20,5370,0,14,96.16,57,0,0,0
prefecthq/prefect,20906,2,2,4,1.4426,41,49,4265,1,7,81.92,29,0,0,0
prefecthq/prefect,20903,1,1,1,0.0,1,1,950,1,8,24.85,17,1,1,0
prefecthq/prefect,20912,1,1,2,0.378,242,222,14732,0,9,0.1,360,337,63,0
